temperature,humidity,ph,rainfall,label,label_encoded,month_encoded,water_need_1,water_need_2,water_need_3,water_need_4,water_need_5,water_need_6,water_need_7,water_need_8,water_need_9,water_need_10,water_need_11,water_need_12
24.01497622,82.05687182,6.98435366,185.2773389,rice,20,7,13.8958004175,13.8958004175,22.233280665,27.791600835,33.349921005,41.6874012525,41.6874012525,33.349921005,22.233280665,13.8958004175,13.8958004175,13.8958004175
25.66585205,80.66385045,6.94801983,209.5869708,rice,20,2,15.71902281,15.71902281,25.15043649,31.43804562,37.725654744,47.15706843,47.15706843,37.725654744,25.15043649,15.71902281,15.71902281,15.71902281
24.28209415,80.30025587,7.042299068999999,231.0863347,rice,20,7,17.33147511,17.33147511,27.730360170000004,34.662950205,41.59554024,51.994425315,51.994425315,41.59554024,27.730360170000004,17.33147511,17.33147511,17.33147511
21.58711777,82.7883708,6.2490506560000005,276.65524589999995,rice,20,2,20.7491434425,20.7491434425,33.198629508,41.498286885,49.797944262,62.247430327499984,62.247430327499984,49.797944262,33.198629508,20.7491434425,20.7491434425,20.7491434425
23.79391957,80.41817957,6.970859754,206.2611855,rice,20,6,15.46958892,15.46958892,24.75134226,30.939177825,37.12701339,46.408766745,46.408766745,37.12701339,24.75134226,15.46958892,15.46958892,15.46958892
21.8652524,80.1923008,5.953933276,224.55501690000003,rice,20,7,16.841626267500008,16.841626267500008,26.946602028000004,33.683252535000015,40.419903045,50.52487881,50.52487881,40.419903045,26.946602028000004,16.841626267500008,16.841626267500008,16.841626267500008
23.57943626,83.58760316,5.85393208,291.2986618000001,rice,20,7,21.84739963500001,21.84739963500001,34.95583941600001,43.69479927000002,52.43375912400002,65.54219890500002,65.54219890500002,52.43375912400002,34.95583941600001,21.84739963500001,21.84739963500001,21.84739963500001
21.32504158,80.47476396,6.442475375,185.4974732,rice,20,2,13.91231049,13.91231049,22.25969679,27.82462098,33.38954517,41.73693147,41.73693147,33.38954517,22.25969679,13.91231049,13.91231049,13.91231049
25.15745531,83.11713476,5.070175667,231.3843163,rice,20,2,17.353823730000002,17.353823730000002,27.76611795,34.707647445,41.64917694,52.06147117500001,52.06147117500001,41.64917694,27.76611795,17.353823730000002,17.353823730000002,17.353823730000002
21.94766735,80.97384195,6.012632591,213.3560921,rice,20,6,16.001706915,16.001706915,25.602731052000003,32.003413815,38.404096575,48.00512073,48.00512073,38.404096575,25.602731052000003,16.001706915,16.001706915,16.001706915
21.0525355,82.67839517,6.254028451,233.1075816,rice,20,7,17.483068619999997,17.483068619999997,27.972909792,34.966137239999995,41.959364685,52.449205860000006,52.449205860000006,41.959364685,27.972909792,17.483068619999997,17.483068619999997,17.483068619999997
23.48381344,81.33265073,7.375482851,224.0581164,rice,20,2,16.80435873,16.80435873,26.886973965,33.60871746,40.330460952,50.41307618999999,50.41307618999999,40.330460952,26.886973965,16.80435873,16.80435873,16.80435873
25.0756354,80.52389148,7.778915154,257.0038865,rice,20,7,19.2752914875,19.2752914875,30.84046638,38.550582975000005,46.26069957,57.82587446250001,57.82587446250001,46.26069957,30.84046638,19.2752914875,19.2752914875,19.2752914875
26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice,20,6,20.351896027500004,20.351896027500004,32.56303364400001,40.70379205500001,48.84455046,61.05568809,61.05568809,48.84455046,32.56303364400001,20.351896027500004,20.351896027500004,20.351896027500004
24.52922681,80.54498576,7.070959995,260.2634026,rice,20,7,19.519755195,19.519755195,31.231608315000003,39.03951039,46.847412465,58.55926558499999,58.55926558499999,46.847412465,31.231608315000003,19.519755195,19.519755195,19.519755195
20.77576147,84.49774397,6.244841491,240.0810647,rice,20,7,18.00607986,18.00607986,28.80972777,36.012159705,43.21459164,54.018239565,54.018239565,43.21459164,28.80972777,18.00607986,18.00607986,18.00607986
22.30157427,80.64416466,6.043304899,197.9791215,rice,20,7,14.848434112499998,14.848434112499998,23.75749458,29.696868225,35.63624187,44.5453023375,44.5453023375,35.63624187,23.75749458,14.848434112499998,14.848434112499998,14.848434112499998
21.44653958,84.94375962,5.824709117,272.2017204,rice,20,2,20.415129030000003,20.415129030000003,32.664206445000005,40.830258060000006,48.996309675000006,61.24538709,61.24538709,48.996309675000006,32.664206445000005,20.415129030000003,20.415129030000003,20.415129030000003
22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,20,2,15.00662091,15.00662091,24.01059345,30.013241805,36.015890166000005,45.0198627075,45.0198627075,36.015890166000005,24.01059345,15.00662091,15.00662091,15.00662091
24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,20,7,16.850679232500003,16.850679232500003,26.961086775,33.701358465000006,40.441630155,50.55203769750001,50.55203769750001,40.441630155,26.961086775,16.850679232500003,16.850679232500003,16.850679232500003
20.26707606,81.63895217,5.01450727,270.4417274,rice,20,2,20.283129555,20.283129555,32.453007285,40.56625911,48.67951093199999,60.84938866499999,60.84938866499999,48.67951093199999,32.453007285,20.283129555,20.283129555,20.283129555
25.7354293,83.88266234,6.149410611,233.1321372,rice,20,2,17.484910290000002,17.484910290000002,27.975856470000004,34.969820580000004,41.963784696,52.45473086999999,52.45473086999999,41.963784696,27.975856470000004,17.484910290000002,17.484910290000002,17.484910290000002
26.79533926,82.1480873,5.950660556,193.3473987,rice,20,2,14.501054902500002,14.501054902500002,23.201687844,29.002109805000003,34.802531766,43.503164715,43.503164715,34.802531766,23.201687844,14.501054902500002,14.501054902500002,14.501054902500002
26.75754171,81.17734011,5.960370061,272.29990560000005,rice,20,6,20.422492920000003,20.422492920000003,32.675988672,40.84498584000001,49.013983005,61.26747876000001,61.26747876000001,49.013983005,32.675988672,20.422492920000003,20.422492920000003,20.422492920000003
23.86330467,83.15250801,5.561398642,285.2493645,rice,20,7,21.3937023375,21.3937023375,34.229923740000004,42.787404675,51.344885610000006,64.18110702,64.18110702,51.344885610000006,34.229923740000004,21.3937023375,21.3937023375,21.3937023375
21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,20,2,22.38013853250001,22.38013853250001,35.80822165200001,44.76027706500001,53.71233247800001,67.1404155975,67.1404155975,53.71233247800001,35.80822165200001,22.38013853250001,22.38013853250001,22.38013853250001
24.17298839,83.7287574,5.583370042,257.0343554,rice,20,2,19.277576655,19.277576655,30.844122645,38.55515331,46.26618397199999,57.832729965,57.832729965,46.26618397199999,30.844122645,19.277576655,19.277576655,19.277576655
22.78133816,82.06719137,6.430010215,248.7183228,rice,20,7,18.65387421,18.65387421,29.84619873,37.30774842,44.76929811,55.96162263000001,55.96162263000001,44.76929811,29.84619873,18.65387421,18.65387421,18.65387421
25.62980105,83.52842314,5.534878156,209.9001977,rice,20,6,15.742514827500004,15.742514827500004,25.18802373,31.485029655000005,37.78203558,47.2275444825,47.2275444825,37.78203558,25.18802373,15.742514827500004,15.742514827500004,15.742514827500004
25.59704938,80.14509262,6.903985986,200.834898,rice,20,2,15.06261735,15.06261735,24.10018776,30.1252347,36.15028164,45.18785205,45.18785205,36.15028164,24.10018776,15.06261735,15.06261735,15.06261735
23.83067496,84.81360127,6.271478837999999,298.5601175,rice,20,6,22.39200882,22.39200882,35.827214100000006,44.784017625,53.74082115,67.176026445,67.176026445,53.74082115,35.827214100000006,22.39200882,22.39200882,22.39200882
26.31355498,82.36698992,7.224285503,265.5355937,rice,20,6,19.9151695275,19.9151695275,31.86427125,39.830339055,47.796406866,59.74550858250001,59.74550858250001,47.796406866,31.86427125,19.9151695275,19.9151695275,19.9151695275
24.8972823,80.52586088,6.13428721,183.6793207,rice,20,7,13.7759490525,13.7759490525,22.041518484,27.551898105,33.06227772,41.327847165,41.327847165,33.06227772,22.041518484,13.7759490525,13.7759490525,13.7759490525
24.958779,84.47963372,5.206373153,196.95600080000003,rice,20,2,14.771700060000008,14.771700060000008,23.63472009600001,29.54340012000001,35.452080144,44.31510018,44.31510018,35.452080144,23.63472009600001,14.771700060000008,14.771700060000008,14.771700060000008
23.24113501,84.59201843,7.782051312999999,233.0453455,rice,20,2,17.47840092,17.47840092,27.96544146,34.956801825,41.948162190000005,52.435202745000005,52.435202745000005,41.948162190000005,27.96544146,17.47840092,17.47840092,17.47840092
21.66628296,80.70960551,7.062779015,210.8142087,rice,20,7,15.811065652499998,15.811065652499998,25.29770505,31.622131305,37.946557566,47.4331969575,47.4331969575,37.946557566,25.29770505,15.811065652499998,15.811065652499998,15.811065652499998
24.63544858,80.41363018,7.730367824,253.7202781,rice,20,6,19.0290208575,19.0290208575,30.446433375,38.058041715,45.669650058,57.08706258,57.08706258,45.669650058,30.446433375,19.0290208575,19.0290208575,19.0290208575
23.43121862,83.06310136,5.286203711000001,219.9048349,rice,20,2,16.4928626175,16.4928626175,26.388580185,32.985725235000004,39.582870285,49.478587860000005,49.478587860000005,39.582870285,26.388580185,16.4928626175,16.4928626175,16.4928626175
20.0454142,80.3477562,6.766240045,208.5810155,rice,20,6,15.64357617,15.64357617,25.02972186,31.287152325,37.54458279,46.930728495,46.930728495,37.54458279,25.02972186,15.64357617,15.64357617,15.64357617
23.85724032,82.22572988,7.382762603,195.0948311,rice,20,2,14.6321123325,14.6321123325,23.411379732,29.264224665,35.117069598,43.8963369975,43.8963369975,35.117069598,23.411379732,14.6321123325,14.6321123325,14.6321123325
21.97199397,81.89918197,5.658169482000001,227.3637009,rice,20,7,17.052277574999998,17.052277574999998,27.283644105,34.104555135,40.925466162,51.15683271,51.15683271,40.925466162,27.283644105,17.052277574999998,17.052277574999998,17.052277574999998
26.22916897,83.83625819,5.543360237999999,286.5083725,rice,20,2,21.4881279375,21.4881279375,34.3810047,42.976255875,51.57150705,64.46438382,64.46438382,51.57150705,34.3810047,21.4881279375,21.4881279375,21.4881279375
23.44676801,84.79352417,6.215109715,283.9338466,rice,20,7,21.295038495,21.295038495,34.072061595,42.59007699,51.10809238499999,63.88511548499999,63.88511548499999,51.10809238499999,34.072061595,21.295038495,21.295038495,21.295038495
25.65553461,83.47021081,7.120272972,217.3788583,rice,20,6,16.30341438,16.30341438,26.08546299,32.606828745,39.128194494,48.91024311749999,48.91024311749999,39.128194494,26.08546299,16.30341438,16.30341438,16.30341438
24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,20,2,20.098214610000007,20.098214610000007,32.15714337600001,40.196429220000006,48.23571507,60.29464383000001,60.29464383000001,48.23571507,32.15714337600001,20.098214610000007,20.098214610000007,20.098214610000007
20.2801937,82.1235421,7.236705436,191.9535738,rice,20,7,14.396518035,14.396518035,23.03442885,28.79303607,34.551643284,43.189554105,43.189554105,34.551643284,23.03442885,14.396518035,14.396518035,14.396518035
21.7238313,80.2389895,6.501697816,277.9626192,rice,20,6,20.84719644,20.84719644,33.355514304,41.69439288,50.03327145600001,62.54158932,62.54158932,50.03327145600001,33.355514304,20.84719644,20.84719644,20.84719644
20.41447029,82.20802629,7.592490617,245.1511304,rice,20,6,18.38633478,18.38633478,29.418135645,36.77266956,44.127203475,55.15900434,55.15900434,44.127203475,29.418135645,18.38633478,18.38633478,18.38633478
25.75528612,83.51827127,5.875345751,245.6626799,rice,20,6,18.424701,18.424701,29.479521585,36.849401985,44.219282382,55.274102985,55.274102985,44.219282382,29.479521585,18.424701,18.424701,18.424701
20.61521424,83.77345559,6.932400225,279.5451717,rice,20,6,20.9658878775,20.9658878775,33.54542061,41.931775755,50.3181309,62.8976636325,62.8976636325,50.3181309,33.54542061,20.9658878775,20.9658878775,20.9658878775
21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,20,2,15.1787874,15.1787874,24.286059828,30.357574785,36.429089745,45.5363621775,45.5363621775,36.429089745,24.286059828,15.1787874,15.1787874,15.1787874
20.08369642,83.29114712,5.739175027000001,263.6372176,rice,20,6,19.77279132,19.77279132,31.636466115,39.54558264,47.454699168000005,59.31837396,59.31837396,47.454699168000005,31.636466115,19.77279132,19.77279132,19.77279132
24.45802087,82.74835604,6.738652179,182.5616319,rice,20,2,13.6921223925,13.6921223925,21.907395825,27.384244785,32.861093745,41.076367185,41.076367185,32.861093745,21.907395825,13.6921223925,13.6921223925,13.6921223925
21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,20,6,14.900482065000002,14.900482065000002,23.84077131,29.800964130000004,35.76115695,44.701446195,44.701446195,35.76115695,23.84077131,14.900482065000002,14.900482065000002,14.900482065000002
25.78720567,82.11124033,6.946636369,243.5120414,rice,20,7,18.263403105,18.263403105,29.221444965,36.52680621,43.832167452,54.790209315,54.790209315,43.832167452,29.221444965,18.263403105,18.263403105,18.263403105
23.64124821,80.28597873,5.012139669,263.1103304,rice,20,6,19.73327478,19.73327478,31.573239648,39.46654956,47.359859475,59.19982433999999,59.19982433999999,47.359859475,31.573239648,19.73327478,19.73327478,19.73327478
23.43191632,80.56887849,6.363472207999999,269.5039162,rice,20,6,20.212793715,20.212793715,32.34046995,40.42558743,48.51070491,60.638381145,60.638381145,48.51070491,32.34046995,20.212793715,20.212793715,20.212793715
24.97669518,83.891805,6.880431223,204.8001847,rice,20,6,15.36001386,15.36001386,24.57602217,30.720027705,36.864033246000005,46.0800415575,46.0800415575,36.864033246000005,24.57602217,15.36001386,15.36001386,15.36001386
22.72791041,82.17068809999998,7.300410836,260.8875056,rice,20,7,19.566562920000003,19.566562920000003,31.306500675,39.133125840000005,46.959751005,58.69968876,58.69968876,46.959751005,31.306500675,19.566562920000003,19.566562920000003,19.566562920000003
24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,20,2,22.17070869000001,22.17070869000001,35.47313390400001,44.34141738000002,53.20970085600001,66.51212607000002,66.51212607000002,53.20970085600001,35.47313390400001,22.17070869000001,22.17070869000001,22.17070869000001
21.32376327,83.00320459,7.283736617000001,192.3197536,rice,20,7,14.423981520000002,14.423981520000002,23.078370432000003,28.847963040000003,34.617555645,43.27194456,43.27194456,34.617555645,23.078370432000003,14.423981520000002,14.423981520000002,14.423981520000002
26.29465461,84.56919326,7.023936392,257.4914906,rice,20,2,19.311861795,19.311861795,30.898978875,38.62372359,46.348468305,57.935585385,57.935585385,46.348468305,30.898978875,19.311861795,19.311861795,19.311861795
22.2286982,81.85872947,6.939083505,278.0791793,rice,20,7,20.8559384475,20.8559384475,33.36950151,41.711876895,50.05425228,62.56781535,62.56781535,50.05425228,33.36950151,20.8559384475,20.8559384475,20.8559384475
26.73072391,81.78596776,7.868474653,280.4044392,rice,20,6,21.03033294,21.03033294,33.64853271,42.06066588,50.47279904999999,63.09099882,63.09099882,50.47279904999999,33.64853271,21.03033294,21.03033294,21.03033294
24.88921174,81.97927117,5.005306977,185.9461429,rice,20,6,13.9459607175,13.9459607175,22.313537148,27.891921435000004,33.470305725,41.83788216,41.83788216,33.470305725,22.313537148,13.9459607175,13.9459607175,13.9459607175
26.88444878,81.46033732,6.136131869,194.5766559,rice,20,6,14.5932491925,14.5932491925,23.349198705,29.186498385,35.023798065,43.7797475775,43.7797475775,35.023798065,23.349198705,14.5932491925,14.5932491925,14.5932491925
22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,20,7,15.06849867,15.06849867,24.109597875,30.13699734,36.164396805,45.205496010000005,45.205496010000005,36.164396805,24.109597875,15.06849867,15.06849867,15.06849867
26.08867875,80.37979919,5.706943251,182.9043504,rice,20,7,13.71782628,13.71782628,21.948522045,27.43565256,32.922783072,41.153478840000005,41.153478840000005,32.922783072,21.948522045,13.71782628,13.71782628,13.71782628
25.42977518,82.94682591,5.758506323,195.3574542,rice,20,6,14.651809065000002,14.651809065000002,23.442894504,29.303618130000004,35.164341750000006,43.955427195,43.955427195,35.164341750000006,23.442894504,14.651809065000002,14.651809065000002,14.651809065000002
26.40323239,81.05635517,6.349606327,223.3671883,rice,20,2,16.7525391225,16.7525391225,26.80406259,33.505078245,40.2060939,50.257617375,50.257617375,40.2060939,26.80406259,16.7525391225,16.7525391225,16.7525391225
26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,20,7,14.0065257975,14.0065257975,22.410441276,28.013051595,33.615661914,42.0195773925,42.0195773925,33.615661914,22.410441276,14.0065257975,14.0065257975,14.0065257975
25.2827223,80.54372813,5.453592032,220.1156708,rice,20,7,16.50867531,16.50867531,26.41388049,33.01735062,39.62082075,49.52602593,49.52602593,39.62082075,26.41388049,16.50867531,16.50867531,16.50867531
22.08576562,83.47038318,6.372576327000001,231.7364957,rice,20,2,17.3802371775,17.3802371775,27.80837949,34.760474355,41.71256922,52.140711540000005,52.140711540000005,41.71256922,27.80837949,17.3802371775,17.3802371775,17.3802371775
23.28617173,81.43321641,5.105588355,242.3170629,rice,20,6,18.173779725,18.173779725,29.078047545,36.347559435,43.617071322,54.52133916,54.52133916,43.617071322,29.078047545,18.173779725,18.173779725,18.173779725
25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,20,7,13.69912017,13.69912017,21.918592275,27.39824034,32.877888408000004,41.09736051,41.09736051,32.877888408000004,21.918592275,13.69912017,13.69912017,13.69912017
23.67575393,81.03569343,5.17782304,233.7034975,rice,20,2,17.5277623125,17.5277623125,28.0444197,35.055524625000004,42.06662955,52.583286945,52.583286945,42.06662955,28.0444197,17.5277623125,17.5277623125,17.5277623125
20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,20,6,17.266816672500003,17.266816672500003,27.626906676000004,34.533633345000005,41.44036001400001,51.80045001750001,51.80045001750001,41.44036001400001,27.626906676000004,17.266816672500003,17.266816672500003,17.266816672500003
26.92995077,81.91411159,7.069172227,290.67937830000005,rice,20,2,21.800953372500008,21.800953372500008,34.88152539600001,43.60190674500001,52.322288094000015,65.40286011750001,65.40286011750001,52.322288094000015,34.88152539600001,21.800953372500008,21.800953372500008,21.800953372500008
23.83509503,83.88387074,7.473134377,241.20135130000003,rice,20,6,18.090101347500003,18.090101347500003,28.944162150000004,36.180202695000006,43.41624324,54.27030404250001,54.27030404250001,43.41624324,28.944162150000004,18.090101347500003,18.090101347500003,18.090101347500003
26.52872817,80.12267476,6.158376967000001,218.9163567,rice,20,7,16.41872676,16.41872676,26.269962810000003,32.837453505,39.4049442,49.256180265000005,49.256180265000005,39.4049442,26.269962810000003,16.41872676,16.41872676,16.41872676
26.46428311,83.85642678,7.549873681,248.2256491,rice,20,7,18.61692369,18.61692369,29.787077892,37.233847365,44.680616835,55.8507710475,55.8507710475,44.680616835,29.787077892,18.61692369,18.61692369,18.61692369
22.69657794,82.81088865,6.028321557999999,256.9964761,rice,20,7,19.274735715,19.274735715,30.839577135,38.549471415,46.259365695,57.824207130000005,57.824207130000005,46.259365695,30.839577135,19.274735715,19.274735715,19.274735715
22.68319059,83.46358271,6.604993475,194.2651719,rice,20,2,14.5698878925,14.5698878925,23.311820625000003,29.139775785,34.967730945,43.709663685,43.709663685,34.967730945,23.311820625000003,14.5698878925,14.5698878925,14.5698878925
21.53346343,82.14004101,6.500343222000001,295.9248796,rice,20,6,22.19436597,22.19436597,35.510985551999994,44.38873194,53.266478325,66.58309790999999,66.58309790999999,53.266478325,35.510985551999994,22.19436597,22.19436597,22.19436597
21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,20,6,21.568252012500007,21.568252012500007,34.50920322000001,43.136504025000015,51.76380483000001,64.70475603750002,64.70475603750002,51.76380483000001,34.50920322000001,21.568252012500007,21.568252012500007,21.568252012500007
26.54348085,84.67353597,7.072655622,183.6222657,rice,20,2,13.7716699275,13.7716699275,22.034671884,27.543339855,33.05200782,41.315009782500006,41.315009782500006,33.05200782,22.034671884,13.7716699275,13.7716699275,13.7716699275
23.35905428,83.59512273,5.333322606,188.413665,rice,20,7,14.131024875,14.131024875,22.6096398,28.262049750000003,33.9144597,42.393074625,42.393074625,33.9144597,22.6096398,14.131024875,14.131024875,14.131024875
22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,11,6,6.581965392750001,6.581965392750001,10.5311446284,13.163930785500002,15.796716945,19.745896185,19.745896185,15.796716945,10.5311446284,6.581965392750001,6.581965392750001,6.581965392750001
26.10018422,71.57476937,6.931756557999999,102.2662445,maize,11,6,7.6699683375,7.6699683375,12.27194934,15.339936675,18.40792401,23.0099050125,23.0099050125,18.40792401,12.27194934,7.6699683375,7.6699683375,7.6699683375
23.55882094,71.59351368,6.657964753,66.71995467,maize,11,2,5.003996600250001,5.003996600250001,8.006394561,10.0079932005,12.00959184,15.01198980075,15.01198980075,12.00959184,8.006394561,5.003996600250001,5.003996600250001,5.003996600250001
19.97215954,57.68272924,6.596060648,60.65171481,maize,11,2,4.5488786115,4.5488786115,7.2782057775,9.0977572215,10.9173086655,13.646635833,13.646635833,10.9173086655,7.2782057775,4.5488786115,4.5488786115,4.5488786115
18.47891261,62.69503871,5.970458434,65.43835393,maize,11,2,4.907876544750001,4.907876544750001,7.852602471000001,9.8157530895,11.778903708,14.72362963425,14.72362963425,11.778903708,7.852602471000001,4.907876544750001,4.907876544750001,4.907876544750001
21.77689322,57.80840636,6.158830619,102.0861694,maize,11,6,7.656462705000001,7.656462705000001,12.250340328000002,15.312925410000002,18.375510495,22.969388115,22.969388115,18.375510495,12.250340328000002,7.656462705000001,7.656462705000001,7.656462705000001
25.6217169,66.50415474,6.047906679,105.4654703,maize,11,2,7.909910272500001,7.909910272500001,12.655856436000002,15.819820545,18.98378466,23.729730825,23.729730825,18.98378466,12.655856436000002,7.909910272500001,7.909910272500001,7.909910272500001
25.19192419,66.69029010000001,5.913664501,78.06639649,maize,11,2,5.854979736750002,5.854979736750002,9.3679675785,11.7099594735,14.0519513685,17.564939204999998,17.564939204999998,14.0519513685,9.3679675785,5.854979736750002,5.854979736750002,5.854979736750002
20.41683147,62.55424820000001,5.855442401,65.27798457,maize,11,6,4.8958488435000005,4.8958488435000005,7.833358149,9.7916976855,11.7500372226,14.68754652825,14.68754652825,11.7500372226,7.833358149,4.8958488435000005,4.8958488435000005,4.8958488435000005
24.92162194,66.78627406,5.750254943,109.2162279,maize,11,12,8.1912170925,8.1912170925,13.105947348,16.382434185,19.658921025,24.573651285000004,24.573651285000004,19.658921025,13.105947348,8.1912170925,8.1912170925,8.1912170925
23.31689124,73.4541537,5.852607099,94.29712821,maize,11,6,7.072284616500001,7.072284616500001,11.3156553855,14.1445692315,16.973483084999998,21.21685384725,21.21685384725,16.973483084999998,11.3156553855,7.072284616500001,7.072284616500001,7.072284616500001
24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,11,6,5.554106202000002,5.554106202000002,8.886569923500002,11.108212404,13.3298548845,16.6623186,16.6623186,13.3298548845,8.886569923500002,5.554106202000002,5.554106202000002,5.554106202000002
22.27526694,58.84015925,6.9670577620000005,63.87020584,maize,11,6,4.7902654380000005,4.7902654380000005,7.664424700800001,9.580530876,11.4966370515,14.370796314,14.370796314,11.4966370515,7.664424700800001,4.7902654380000005,4.7902654380000005,4.7902654380000005
18.87751445,65.76816093,6.082973754,94.76189431,maize,11,6,7.107142074,7.107142074,11.3714273175,14.2142841465,17.05714098,21.321426225,21.321426225,17.05714098,11.3714273175,7.107142074,7.107142074,7.107142074
25.19008683,60.200168700000006,5.919045532,72.12375573,maize,11,2,5.4092816805,5.4092816805,8.654850687,10.8185633595,12.982276032,16.22784503925,16.22784503925,12.982276032,8.654850687,5.4092816805,5.4092816805,5.4092816805
18.25405352,55.28220433,6.204747652999999,63.72358154,maize,11,12,4.7792686155,4.7792686155,7.646829784499999,9.558537231,11.470244677199998,14.3378058465,14.3378058465,11.470244677199998,7.646829784499999,4.7792686155,4.7792686155,4.7792686155
24.612911800000006,70.4162444,6.600827017,104.1626147,maize,11,6,7.8121961025000015,7.8121961025000015,12.499513764,15.624392205000005,18.74927064,23.436588315,23.436588315,18.74927064,12.499513764,7.8121961025000015,7.8121961025000015,7.8121961025000015
25.1420613,65.26185135,6.021902237000001,76.68456006,maize,11,6,5.7513420045000005,5.7513420045000005,9.2021472075,11.502684008999998,13.8032208105,17.254026015,17.254026015,13.8032208105,9.2021472075,5.7513420045000005,5.7513420045000005,5.7513420045000005
23.09348056,60.11593810000001,6.033550195,65.49730729,maize,11,6,4.9122980475,4.9122980475,7.8596768745,9.8245960935,11.7895153122,14.73689414025,14.73689414025,11.7895153122,7.8596768745,4.9122980475,4.9122980475,4.9122980475
18.05033737,62.89366992,6.28886807,84.23613484,maize,11,12,6.317710113,6.317710113,10.108336180800002,12.635420226,15.16250427,18.953130345,18.953130345,15.16250427,10.108336180800002,6.317710113,6.317710113,6.317710113
24.9321581,73.80435276,6.550563822999999,79.74078719,maize,11,6,5.980559039250001,5.980559039250001,9.5688944628,11.961118078500002,14.3533416942,17.94167712,17.94167712,14.3533416942,9.5688944628,5.980559039250001,5.980559039250001,5.980559039250001
18.14710054,71.09445342,5.573286437,88.07753741,maize,11,2,6.605815306499999,6.605815306499999,10.5693044892,13.211630611500002,15.853956735,19.817445915,19.817445915,15.853956735,10.5693044892,6.605815306499999,6.605815306499999,6.605815306499999
